competitor_deity,title,slug,inferred_form,verse_units,parity_status,notes,competitor_url
vishnu,Mundaka Upanishad Key Verses,mundaka-upanishad-key-verses,upanishad,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/mundaka-upanishad-key-verses
krishna,Muralidhara Stotram,muralidhara-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/muralidhara-stotram
kartikeya,Murugan Chalisa,murugan-chalisa,chalisa,20,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/murugan-chalisa
shiva,Nag Panchami Vrat Katha,nag-panchami-vrat-katha,katha,20,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/nag-panchami-vrat-katha
shiva,Naga Gayatri,naga-gayatri,mantra,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/naga-gayatri
shiva,Naga Stotram,naga-stotram,stotram,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/naga-stotram
shiva,Nageshwar Stotram,nageshwar-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/nageshwar-stotram
rama,Nama Ramayanam,nama-ramayanam,other,108,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/nama-ramayanam
shiva,Nandi Stotram,nandi-stotram,stotram,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/nandi-stotram
vishnu,Narada Bhakti Sutra Key Verses,narada-bhakti-sutra-key-verses,other,17,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narada-bhakti-sutra-key-verses
vishnu,Narada Stuti,narada-stuti,stuti,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narada-stuti
narasimha,Narasimha Aarti,narasimha-aarti,aarti,6,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/narasimha-aarti
narasimha,Narasimha Ashtakam,narasimha-ashtakam,ashtakam,8,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/narasimha-ashtakam
narasimha,Narasimha Ashtottara Shatanamavali,narasimha-ashtottara-shatanamavali,namavali,108,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-ashtottara-shatanamavali
narasimha,Narasimha Dwadash Nama Stotram,narasimha-dwadash-nama,namavali,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-dwadash-nama
narasimha,Narasimha Gayatri (Taittiriya Aranyaka),narasimha-gayatri-v2,mantra,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-gayatri-v2
narasimha,Narasimha Gayatri Mantra,narasimha-gayatri,mantra,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-gayatri
narasimha,Narasimha Hridayam,narasimha-hridayam,hridayam,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-hridayam
narasimha,Narasimha Kavacham,narasimha-kavacham,kavacham,13,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-kavacham
narasimha,Narasimha Mangalashtakam,narasimha-mangalashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-mangalashtakam
narasimha,Narasimha Nakha Stuti,narasimha-nakha-stuti,stuti,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-nakha-stuti
narasimha,Narasimha Panchamrita Stotram,narasimha-panchamrita-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-panchamrita-stotram
narasimha,Narasimha Pancharatnam,narasimha-pancharatnam,pancharatnam,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-pancharatnam
narasimha,Narasimha Sahasranama,narasimha-sahasranama,sahasranama,25,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-sahasranama
narasimha,Narasimha Stotram,narasimha-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-stotram
narasimha,Narasimha Stuti by Prahlada,narasimha-stuti-prahlada,stuti,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narasimha-stuti-prahlada
vishnu,Narayana Ashtakam,narayana-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narayana-ashtakam
vishnu,Narayana Hridayam,narayana-hridayam,hridayam,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narayana-hridayam
vishnu,Narayana Jyotirmaya Stotram,narayana-jyotirmaya-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narayana-jyotirmaya-stotram
vishnu,Narayana Kavacham,narayana-kavacham,kavacham,20,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narayana-kavacham
vishnu,Narayana Suktam,narayana-suktam,suktam,14,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/narayana-suktam
vishnu,Narayana Upanishad,narayana-upanishad,upanishad,3,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narayana-upanishad
ganga,Narmada Ashtakam,narmada-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narmada-ashtakam
ganga,Narmada Stotram,narmada-stotram,stotram,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/narmada-stotram
narasimha,Narsimha Chalisa,narsimha-chalisa,chalisa,42,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/narsimha-chalisa
vishnu,Nasadiya Suktam,nasadiya-suktam,suktam,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/nasadiya-suktam
shiva,Nataraja Stotram,nataraja-stotram,stotram,6,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/nataraja-stotram
vishnu,Naukari Prapti Stotram,naukari-prapti-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/naukari-prapti-stotram
durga,Nava Durga Dhyanam,nava-durga-dhyanam,dhyanam,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/nava-durga-dhyanam
durga,Navadurga Gayatri,navadurga-gayatri,mantra,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navadurga-gayatri
durga,Navadurga Kavacham,navadurga-kavacham,kavacham,14,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navadurga-kavacham
navagraha,Navagraha Beej Mantra,navagraha-mantra,mantra,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navagraha-mantra
navagraha,Navagraha Gayatri Mantras,navagraha-gayatri,mantra,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navagraha-gayatri
navagraha,Navagraha Kavach,navagraha-kavach,kavacham,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navagraha-kavach
navagraha,Navagraha Kavacham,navagraha-kavacham,kavacham,6,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navagraha-kavacham
navagraha,Navagraha Shanti Stotram,navagraha-shanti-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navagraha-shanti-stotram
navagraha,Navagraha Stotra,navagraha-stotra,stotram,9,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/navagraha-stotra
navagraha,Navagraha Stotram Brihaspati,navagraha-stotram-brihaspati,stotram,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navagraha-stotram-brihaspati
navagraha,Navaratna Stotram,navaratna-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navaratna-stotram
durga,Navarna Mantra Vidhana,navarna-mantra-vidhana,mantra,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navarna-mantra-vidhana
durga,Navdurga Stotram,navdurga-stotram,stotram,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navdurga-stotram
durga,Navratri Vrat Katha,navratri-vrat-katha,katha,22,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/navratri-vrat-katha
shiva,Neelakanthesha Stotram,neelakanthesha-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/neelakanthesha-stotram
shiva,Nirvana Shatakam,nirvana-shatakam,stotram,6,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/nirvana-shatakam
vishnu,Niti Shatakam,niti-shatakam,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/niti-shatakam
vishnu,Om Jai Jagdish Hare,om-jai-jagdish-hare,aarti,8,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/om-jai-jagdish-hare
shiva,Omkareshwar Stotram,omkareshwar-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/omkareshwar-stotram
vishnu,Padmanabha Ashtakam,padmanabha-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/padmanabha-ashtakam
lakshmi,Padmavathi Stotram,padmavathi-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/padmavathi-stotram
shiva,Pancha Ratna Stotram,pancha-ratna-stotram,stotram,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/pancha-ratna-stotram
vishnu,Pancha Suktam,pancha-suktam,suktam,14,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/pancha-suktam
hanuman,Panchamukhi Hanuman Kavach,panchamukhi-hanuman-kavach,kavacham,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/panchamukhi-hanuman-kavach
hanuman,Panchamukhi Hanuman Kavacham,panchamukhi-hanuman-kavacham,kavacham,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/panchamukhi-hanuman-kavacham
vishnu,Panchayatana Puja Stotram,panchayatana-puja-stotram,ritual,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/panchayatana-puja-stotram
vishnu,Parashurama Stotram,parashurama-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/parashurama-stotram
parvati,Parvati Ashtakam,parvati-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/parvati-ashtakam
parvati,Parvati Ashtottara Shatanamavali,parvati-ashtottara-shatanamavali,namavali,108,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/parvati-ashtottara-shatanamavali
parvati,Parvati Chalisa,parvati-chalisa,chalisa,42,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/parvati-chalisa
parvati,Parvati Hridayam,parvati-hridayam,hridayam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/parvati-hridayam
parvati,Parvati Kavacham,parvati-kavacham,kavacham,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/parvati-kavacham
parvati,Parvati Mangal,parvati-mangal,other,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/parvati-mangal
parvati,Parvati Mangalashtakam,parvati-mangalashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/parvati-mangalashtakam
parvati,Parvati Sahasranama Stotram,parvati-sahasranama,sahasranama,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/parvati-sahasranama
parvati,Parvati Stotram,parvati-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/parvati-stotram
shiva,Pashupatinath Stotram,pashupatinath-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/pashupatinath-stotram
vishnu,Pavamana Suktam,pavamana-suktam,suktam,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/pavamana-suktam
vishnu,Pitru Dosh Nivaran Stotram,pitru-dosh-nivaran-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/pitru-dosh-nivaran-stotram
shiva,Pradosh Vrat Katha,pradosh-vrat-katha,katha,15,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/pradosh-vrat-katha
shiva,Pradosha Stotram,pradosha-stotra,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/pradosha-stotra
vishnu,Prahlada Stuti,prahlada-stuti,stuti,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/prahlada-stuti
vishnu,Prarthana Shloka Sangraha (Essential Daily Shlokas),prarthana-shloka-sangraha,other,13,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/prarthana-shloka-sangraha
surya,Pratah Kaal Stotram,pratah-kaal-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/pratah-kaal-stotram
vishnu,Pratah Prarthana (Morning Prayer),pratah-prarthana,other,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/pratah-prarthana
vishnu,Pratah Smarana Stotram,pratah-smarana-stotram,stotram,3,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/pratah-smarana-stotram
kali,Pratyangira Stotram,pratyangira-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/pratyangira-stotram
vishnu,Prithvi Suktam,prithvi-suktam,suktam,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/prithvi-suktam
vishnu,Purusha Suktam,purusha-suktam,suktam,18,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/purusha-suktam
vishnu,Purushashtakam,purushashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/purushashtakam
radha,Radha Ashtakam,radha-ashtakam,ashtakam,8,variant-review,"Title-level match exists, but composition or edition identity needs line-level comparison.",https://stotra.vastucart.in/stotra/radha-ashtakam
radha,Radha Chalisa,radha-chalisa,chalisa,42,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/radha-chalisa
radha,Radha Hridayam,radha-hridayam,hridayam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/radha-hridayam
radha,Radha Kavacham,radha-kavacham,kavacham,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/radha-kavacham
radha,Radha Kripa Kataksha Stotram,radha-kripa-kataksha-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/radha-kripa-kataksha-stotram
krishna,Radha Krishna Ashtakam,radha-krishna-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/radha-krishna-ashtakam
radha,Radha Mangalashtakam,radha-mangalashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/radha-mangalashtakam
radha,Radha Sahasranama,radha-sahasranama,sahasranama,25,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/radha-sahasranama
radha,Radha Stotram,radha-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/radha-stotram
radha,Radha Stuti,radha-stuti,stuti,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/radha-stuti
rama,Raghunatha Ashtakam,raghunatha-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/raghunatha-ashtakam
rama,Raghuveera Gadyam,raghuveera-gadyam,other,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/raghuveera-gadyam
durga,Rahu Dosh Nivaran Stotram,rahu-dosh-nivaran-stotram,stotram,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rahu-dosh-nivaran-stotram
navagraha,Rahu Kavacham,rahu-kavacham,kavacham,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rahu-kavacham
navagraha,Rahu Ketu Stotram,rahu-ketu-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rahu-ketu-stotram
navagraha,Rahu Sahasranama Stotram,rahu-sahasranama,sahasranama,23,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rahu-sahasranama
navagraha,Rahu Stotra,rahu-stotra,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rahu-stotra
navagraha,Rahu Stotram,rahu-stotram,stotram,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rahu-stotram
lakshmi,Raksha Bandhan Stotram,raksha-bandhan-stotram,stotram,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/raksha-bandhan-stotram
rama,Ram Aarti,ram-aarti,aarti,5,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/ram-aarti
rama,Ram Chalisa,ram-chalisa,chalisa,13,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/ram-chalisa
rama,Ram Navami Vrat Katha,ram-navami-vrat-katha,katha,16,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/ram-navami-vrat-katha
rama,Ram Satsai,ram-satsal,other,15,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/ram-satsal
rama,Ram Stuti,ram-stuti,stuti,3,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/ram-stuti
rama,Rama Ashtakam,rama-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rama-ashtakam
rama,Rama Ashtottara Shatanamavali,rama-ashtottara-shatanamavali,namavali,108,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rama-ashtottara-shatanamavali
rama,Rama Dwadash Nama Stotram,rama-dwadash-nama,namavali,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rama-dwadash-nama
rama,Rama Gayatri Mantra,rama-gayatri,mantra,3,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rama-gayatri
rama,Rama Hridayam,rama-hridayam,hridayam,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rama-hridayam
rama,Rama Kavacham,rama-kavacham,kavacham,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rama-kavacham
rama,Rama Mangalashtakam,rama-mangalashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rama-mangalashtakam
rama,Rama Panchakam,rama-panchakam,other,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rama-panchakam
rama,Rama Pancharatnam,rama-pancharatnam,pancharatnam,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rama-pancharatnam
rama,Rama Sahasranama Stotram,rama-sahasranama,sahasranama,30,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rama-sahasranama
rama,Rama Stotram,rama-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rama-stotram
rama,Ramayana Chopai,ramayana-chopai,other,20,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/ramayana-chopai
shiva,Rameshwaram Stotram,rameshwaram-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rameshwaram-stotram
rama,Ramraksha Stotra,ramraksha-stotra,stotram,17,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/ramraksha-stotra
vishnu,Ranganatha Ashtakam,ranganatha-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/ranganatha-ashtakam
surya,Ratha Saptami Stotram,ratha-saptami-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/ratha-saptami-stotram
durga,Ratri Suktam,ratri-suktam,suktam,13,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/ratri-suktam
surya,Ravivar Vrat Katha (Sunday Fasting Story),ravivar-vrat-katha,katha,14,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/ravivar-vrat-katha
lakshmi,Rin Mukti Stotram,rin-mukti-stotram,stotram,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rin-mukti-stotram
shiva,Rudra Gayatri,rudra-gayatri,mantra,3,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rudra-gayatri
shiva,Rudra Suktam,rudra-suktam,suktam,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rudra-suktam
shiva,Rudram Chamakam Excerpt,rudram-chamakam-excerpt,suktam,6,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rudram-chamakam-excerpt
shiva,Rudrashtakam,rudrashtakam,ashtakam,9,present,Integrated 2026-07-31 from independently collated Ramcharitmanas sources: 8 shlokas plus the concluding phalashruti; competitor remained taxonomy-only.,https://stotra.vastucart.in/stotra/rudrashtakam
krishna,Rukmini Mangalashtakam,rukmini-mangalashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/rukmini-mangalashtakam
vishnu,Sadhana Panchakam,sadhana-panchakam,other,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sadhana-panchakam
surya,Sandhya Vandana,sandhya-vandana,stuti,18,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sandhya-vandana
hanuman,Sankat Mochan Hanuman Ashtak,sankat-mochan-hanuman-ashtak,ashtakam,8,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/sankat-mochan-hanuman-ashtak
ganesha,Sankat Nashan Ganesh Stotra,sankat-nashan-ganesh-stotra,stotram,8,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/sankat-nashan-ganesh-stotra
krishna,Santan Gopala Mantra,santan-gopala-mantra,mantra,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/santan-gopala-mantra
krishna,Santan Gopala Stotram,santan-gopala-stotram,stotram,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/santan-gopala-stotram
lakshmi,Santan Lakshmi Stotram,santan-lakshmi-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/santan-lakshmi-stotram
krishna,Santan Prapti Stotram,santan-prapti-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/santan-prapti-stotram
durga,Santoshi Mata Aarti,santoshi-mata-aarti,aarti,8,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/santoshi-mata-aarti
durga,Santoshi Mata Chalisa,santoshi-mata-chalisa,chalisa,40,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/santoshi-mata-chalisa
durga,Santoshi Mata Vrat Katha,santoshi-mata-vrat-katha,katha,18,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/santoshi-mata-vrat-katha
krishna,Saptashloki Gita,saptashloki-gita,gita,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saptashloki-gita
saraswati,Saraswati Aarti,saraswati-aarti,aarti,9,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/saraswati-aarti
saraswati,Saraswati Ashtakam,saraswati-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-ashtakam
saraswati,Saraswati Ashtottara Shatanamavali,saraswati-ashtottara-shatanamavali,namavali,108,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-ashtottara-shatanamavali
